"Year","Month","ProductID","Revenue","Units"
"1999","Jul-99","940","57011","7"
"1999","Jul-99","952","3590","1"
"1999","Jul-99","962","25197","4"
"1999","Jul-99","964","21417","5"
"1999","Jul-99","979","24189","5"
"1999","Jul-99","981","22799","11"
"1999","Jul-99","989","22047","4"
"1999","Jul-99","990","16756","3"
"1999","Jul-99","992","45289","13"
"1999","Jul-99","993","3968","1"
"1999","Jul-99","1003","14481","14"
"1999","Jul-99","1005","12909","10"
"1999","Jul-99","1008","8503","3"
"1999","Jul-99","1014","6233","6"
"1999","Jul-99","1045","17415","7"
"1999","Jul-99","1046","11964","10"
"1999","Jul-99","1053","12093","4"
"1999","Jul-99","1063","2803","1"
"1999","Jul-99","1064","2803","1"
"1999","Jul-99","1065","138764","39"
"1999","Jul-99","1066","138764","39"
"1999","Jul-99","1079","6299","2"
"1999","Jul-99","1080","6299","2"
"1999","Jul-99","1081","2708","1"
"1999","Jul-99","1082","2708","1"
"1999","Jul-99","1105","17762","6"
"1999","Jul-99","1106","17762","6"
"1999","Jul-99","1109","7558","3"
"1999","Jul-99","1110","7558","3"
"1999","Jul-99","1111","16776","12"
"1999","Jul-99","1112","16776","12"
"1999","Jul-99","1116","45351","15"
"1999","Jul-99","1120","20784","10"
"1999","Jul-99","1122","20783","11"
"1999","Jul-99","1131","15118","3"
"1999","Jul-99","1132","52916","7"
"1999","Jul-99","1150","61261","13"
"1999","Jul-99","1157","49889","11"
"1999","Jul-99","1166","31875","5"
"1999","Jul-99","1168","4409","1"
"1999","Jul-99","1169","5039","1"
"1999","Jul-99","1173","125987","20"
"1999","Jul-99","1182","15115","8"
"1999","Jul-99","1185","45354","9"
"1999","Jul-99","1188","22677","4"
"1999","Jul-99","1191","9448","3"
"1999","Jul-99","1203","3779","1"
"1999","Jul-99","1206","6110","1"
"1999","Jul-99","1208","3968","1"
"1999","Jul-99","1215","42897","10"
"1999","Jul-99","1225","8629","3"
"1999","Jul-99","1227","15306","4"
"1999","Jul-99","1229","2834","1"
"1999","Jul-99","1230","68852","11"
"1999","Jul-99","1259","3873","1"
"1999","Jul-99","1260","3873","1"
"1999","Jul-99","1270","4157","1"
"1999","Jul-99","1290","3968","1"
"1999","Jul-99","1298","8313","2"
"1999","Jul-99","1317","25569","7"
"1999","Jul-99","1318","25569","7"
"1999","Jul-99","1329","14480","13"
"1999","Jul-99","1330","14480","13"
"1999","Jul-99","1345","7305","2"
"1999","Jul-99","1346","7305","2"
"1999","Jul-99","1347","17949","5"
"1999","Jul-99","1348","17949","5"
"1999","Jul-99","1351","3716","1"
"1999","Jul-99","1352","3716","1"
"1999","Jul-99","1379","15115","4"
"1999","Jul-99","1380","15115","4"
"1999","Jul-99","1425","13729","4"
"1999","Jul-99","1426","13729","4"
"1999","Jul-99","1429","13603","4"
"1999","Jul-99","1430","13603","4"
"1999","Jul-99","1435","26231","7"
"1999","Jul-99","1436","26231","7"
"1999","Jul-99","1449","15579","11"
"1999","Jul-99","1450","15579","11"
"1999","Jul-99","1483","2548","3"
"1999","Jul-99","1484","2548","3"
"1999","Jul-99","1489","9446","3"
"1999","Jul-99","1490","9446","3"
"1999","Jul-99","1517","15298","9"
"1999","Jul-99","1518","15298","9"
"1999","Jul-99","1641","4246","5"
"1999","Jul-99","1894","90055","11"
"1999","Jul-99","1909","7117","3"
"1999","Jul-99","1911","20502","7"
"1999","Jul-99","1920","20125","6"
"1999","Jul-99","1948","153031","43"
"1999","Jul-99","1949","153031","43"
"1999","Jul-99","1956","33196","18"
"1999","Jul-99","1957","33196","18"
"1999","Jul-99","1960","15143","13"
"1999","Jul-99","1961","15143","13"
"1999","Jul-99","1968","8598","3"
"1999","Jul-99","1969","8598","3"
"1999","Jul-99","1974","14476","23"
"1999","Jul-99","1975","14476","23"
"1999","Jul-99","1978","3055","1"
"1999","Jul-99","1979","3055","1"
"1999","Jul-99","1990","117282","38"
"1999","Jul-99","2005","3653","1"
"1999","Jul-99","2012","18141","4"
"1999","Jul-99","2045","44220","9"
"1999","Jul-99","2047","22614","5"
"1999","Jul-99","2050","11969","2"
"1999","Jul-99","2056","42959","11"
"1999","Jul-99","2057","17008","3"
"1999","Jul-99","2062","13229","2"
"1999","Jul-99","2064","46867","8"
"1999","Jul-99","2070","106018","17"
"1999","Jul-99","2074","43306","11"
"1999","Jul-99","2081","15872","6"
"1999","Jul-99","2083","14865","4"
"1999","Jul-99","2091","27396","15"
"1999","Jul-99","2094","31181","6"
"1999","Jul-99","2121","14988","2"
"1999","Jul-99","2126","5667","1"
"1999","Jul-99","2130","16749","3"
"1999","Jul-99","2135","18891","3"
"1999","Jul-99","2140","6612","1"
"1999","Jul-99","2161","6864","1"
"1999","Jul-99","2167","6927","1"
"1999","Jul-99","2188","13983","5"
"1999","Jul-99","2192","7275","3"
"1999","Jul-99","2199","10707","5"
"1999","Jul-99","2204","2078","1"
"1999","Jul-99","2205","2078","1"
"1999","Jul-99","2210","16750","13"
"1999","Jul-99","2211","16750","13"
"1999","Jul-99","2234","54294","69"
"1999","Jul-99","2235","54294","69"
"1999","Jul-99","2246","4723","3"
"1999","Jul-99","2247","4723","3"
"1999","Jul-99","2254","42739","61"
"1999","Jul-99","2255","42739","61"
"1999","Jul-99","2268","7433","2"
"1999","Jul-99","2277","166285","55"
"1999","Jul-99","2279","37505","19"
"1999","Jul-99","2282","299576","82"
"1999","Jul-99","2284","211642","60"
"1999","Jul-99","2287","40317","4"
"1999","Jul-99","2290","9544","1"
"1999","Jul-99","2307","6740","2"
"1999","Jul-99","2331","154209","24"
"1999","Jul-99","2352","41196","9"
"1999","Jul-99","2357","6677","2"
"1999","Jul-99","2364","3905","1"
"1999","Jul-99","2370","8788","1"
"1999","Jul-99","2371","6614","1"
"1999","Jul-99","2372","29984","6"
"1999","Jul-99","2373","85987","13"
"1999","Jul-99","2379","2330","1"
"1999","Jul-99","2380","7244","2"
"1999","Jul-99","2388","85477","23"
"1999","Jul-99","2401","5857","3"
"1999","Jul-99","2406","5005","5"
"1999","Jul-99","2407","7051","8"
"1999","Jul-99","2410","1196","1"
"1999","Aug-99","25","57078","6"
"1999","Aug-99","32","8536","1"
"1999","Aug-99","36","34839","7"
"1999","Aug-99","94","41580","4"
"1999","Aug-99","98","10263","1"
"1999","Aug-99","120","168934","17"
"1999","Aug-99","139","6552","1"
"1999","Aug-99","157","7434","1"
"1999","Aug-99","158","7875","1"
"1999","Aug-99","184","43785","5"
"1999","Aug-99","187","39312","4"
"1999","Aug-99","193","8184","1"
"1999","Aug-99","195","135040","15"
"1999","Aug-99","226","18264","2"
"1999","Aug-99","228","23616","3"
"1999","Aug-99","234","9570","2"
"1999","Aug-99","247","4407","1"
"1999","Aug-99","248","25628","4"
"1999","Aug-99","288","10392","1"
"1999","Aug-99","297","17004","2"
"1999","Aug-99","314","10452","2"
"1999","Aug-99","318","51959","5"
"1999","Aug-99","319","13227","1"
"1999","Aug-99","320","16377","1"
"1999","Aug-99","330","34634","5"
"1999","Aug-99","370","25943","4"
"1999","Aug-99","392","6127","1"
"1999","Aug-99","393","6127","1"
"1999","Aug-99","396","1121038","109"
"1999","Aug-99","400","205144","25"
"1999","Aug-99","415","29594","5"
"1999","Aug-99","426","9696","1"
"1999","Aug-99","433","135122","14"
"1999","Aug-99","443","513513","54"
"1999","Aug-99","464","13589","2"
"1999","Aug-99","475","640134","55"
"1999","Aug-99","485","9686","1"
"1999","Aug-99","488","81497","7"
"1999","Aug-99","491","606602","62"
"1999","Aug-99","495","67316","10"
"1999","Aug-99","499","233579","23"
"1999","Aug-99","510","80363","8"
"1999","Aug-99","513","16252","3"
"1999","Aug-99","521","13355","2"
"1999","Aug-99","530","37734","5"
"1999","Aug-99","532","26709","4"
"1999","Aug-99","550","111447","23"
"1999","Aug-99","559","230908","32"
"1999","Aug-99","573","101020","30"
"1999","Aug-99","574","129566","13"
"1999","Aug-99","580","202970","23"
"1999","Aug-99","596","215006","24"
"1999","Aug-99","597","149896","14"
"1999","Aug-99","599","416008","46"
"1999","Aug-99","604","438026","79"
"1999","Aug-99","606","151194","40"
"1999","Aug-99","609","1376975","147"
"1999","Aug-99","631","128800","31"
"1999","Aug-99","645","224324","25"
"1999","Aug-99","658","140827","13"
"1999","Aug-99","663","119590","13"
"1999","Aug-99","676","751555","78"
"1999","Aug-99","681","189469","25"
"1999","Aug-99","683","160940","17"
"1999","Aug-99","687","58807","11"
"1999","Aug-99","702","34329","10"
"1999","Aug-99","713","17288","9"
"1999","Aug-99","714","17288","9"
"1999","Aug-99","725","45717","33"
"1999","Aug-99","726","45717","33"
"1999","Aug-99","727","22913","30"
"1999","Aug-99","728","22913","30"
"1999","Aug-99","729","10834","3"
"1999","Aug-99","730","10834","3"
"1999","Aug-99","739","47078","23"
"1999","Aug-99","740","47078","23"
"1999","Aug-99","747","27967","8"
"1999","Aug-99","748","27967","8"
"1999","Aug-99","753","32029","11"
"1999","Aug-99","754","32029","11"
"1999","Aug-99","757","30221","30"
"1999","Aug-99","758","30221","30"
"1999","Aug-99","767","31453","25"
"1999","Aug-99","768","31453","25"
"1999","Aug-99","769","70987","23"
"1999","Aug-99","770","70987","23"
"1999","Aug-99","771","15871","8"
"1999","Aug-99","772","15871","8"
"1999","Aug-99","783","1322","1"
"1999","Aug-99","784","1322","1"
"1999","Aug-99","795","125535","38"
"1999","Aug-99","796","125535","38"
"1999","Aug-99","797","152119","42"
"1999","Aug-99","801","10425","3"
"1999","Aug-99","823","22300","3"
"1999","Aug-99","833","47688","5"
"1999","Aug-99","837","59216","6"
"1999","Aug-99","838","246820","22"
"1999","Aug-99","847","82522","12"
"1999","Aug-99","852","71878","8"
"1999","Aug-99","862","8692","3"
"1999","Aug-99","901","108094","22"
"1999","Aug-99","910","159244","32"
"1999","Aug-99","914","14174","2"
"1999","Aug-99","921","56694","9"
"1999","Aug-99","922","34016","6"
"1999","Aug-99","932","10331","2"
"1999","Aug-99","935","5669","1"
"1999","Aug-99","936","29922","5"
"1999","Aug-99","940","81390","10"
"1999","Aug-99","952","6299","2"
"1999","Aug-99","962","37229","6"
"1999","Aug-99","964","63621","15"
"1999","Aug-99","979","34016","7"
"1999","Aug-99","981","21413","11"
"1999","Aug-99","988","4976","1"
"1999","Aug-99","989","82584","15"
"1999","Aug-99","990","59907","10"
"1999","Aug-99","992","31179","9"
"1999","Aug-99","1003","4155","4"
"1999","Aug-99","1005","14200","11"
"1999","Aug-99","1008","28344","10"
"1999","Aug-99","1014","4155","4"
"1999","Aug-99","1045","9951","4"
"1999","Aug-99","1046","15427","13"
"1999","Aug-99","1053","36280","12"
"1999","Aug-99","1054","3590","1"
"1999","Aug-99","1063","2803","1"
"1999","Aug-99","1064","2803","1"
"1999","Aug-99","1065","149473","42"
"1999","Aug-99","1066","149473","42"
"1999","Aug-99","1079","15747","5"
"1999","Aug-99","1080","15747","5"
"1999","Aug-99","1081","13542","5"
"1999","Aug-99","1082","13542","5"
"1999","Aug-99","1091","2034","1"
"1999","Aug-99","1092","2034","1"
"1999","Aug-99","1105","23683","8"
"1999","Aug-99","1106","23683","8"
"1999","Aug-99","1109","25194","10"
"1999","Aug-99","1110","25194","10"
"1999","Aug-99","1111","25163","18"
"1999","Aug-99","1112","25163","18"
"1999","Aug-99","1116","69506","23"
"1999","Aug-99","1120","10392","5"
"1999","Aug-99","1122","22672","12"
"1999","Aug-99","1131","45354","9"
"1999","Aug-99","1132","45356","6"
"1999","Aug-99","1133","30237","4"
"1999","Aug-99","1150","51836","11"
"1999","Aug-99","1157","104314","23"
"1999","Aug-99","1166","32001","5"
"1999","Aug-99","1168","17637","4"
"1999","Aug-99","1173","163784","26"
"1999","Aug-99","1182","47234","25"
"1999","Aug-99","1185","115906","23"
"1999","Aug-99","1188","90710","16"
"1999","Aug-99","1191","25132","8"
"1999","Aug-99","1203","34329","9"
"1999","Aug-99","1204","25575","5"
"1999","Aug-99","1205","8819","2"
"1999","Aug-99","1215","51526","12"
"1999","Aug-99","1225","11337","4"
"1999","Aug-99","1227","26708","7"
"1999","Aug-99","1229","5669","2"
"1999","Aug-99","1230","100097","16"
"1999","Aug-99","1237","3999","1"
"1999","Aug-99","1238","3999","1"
"1999","Aug-99","1298","4157","1"
"1999","Aug-99","1317","18421","5"
"1999","Aug-99","1318","18421","5"
"1999","Aug-99","1329","3342","3"
"1999","Aug-99","1330","3342","3"
"1999","Aug-99","1351","18579","5"
"1999","Aug-99","1352","18579","5"
"1999","Aug-99","1379","3779","1"
"1999","Aug-99","1380","3779","1"
"1999","Aug-99","1425","13729","4"
"1999","Aug-99","1426","13729","4"
"1999","Aug-99","1429","6801","2"
"1999","Aug-99","1430","6801","2"
"1999","Aug-99","1435","37472","10"
"1999","Aug-99","1436","37472","10"
"1999","Aug-99","1449","4249","3"
"1999","Aug-99","1450","4249","3"
"1999","Aug-99","1489","9446","3"
"1999","Aug-99","1490","9446","3"
"1999","Aug-99","1517","8499","5"
"1999","Aug-99","1518","8499","5"
"1999","Aug-99","1535","3716","1"
"1999","Aug-99","1536","3716","1"
"1999","Aug-99","1553","8049","2"
"1999","Aug-99","1554","8049","2"
"1999","Aug-99","1641","2548","3"
"1999","Aug-99","1894","106429","13"
"1999","Aug-99","1909","16754","7"
"1999","Aug-99","1911","35146","12"
"1999","Aug-99","1920","10110","3"
"1999","Aug-99","1930","13542","4"
"1999","Aug-99","1931","13542","4"
"1999","Aug-99","1948","81791","23"
"1999","Aug-99","1949","81791","23"
"1999","Aug-99","1956","22143","12"
"1999","Aug-99","1957","22143","12"
"1999","Aug-99","1960","8154","7"
"1999","Aug-99","1961","8154","7"
"1999","Aug-99","1968","11463","4"
"1999","Aug-99","1969","11463","4"
"1999","Aug-99","1974","8811","14"
"1999","Aug-99","1975","8811","14"
"1999","Aug-99","1978","2992","1"
"1999","Aug-99","1979","2992","1"
"1999","Aug-99","1990","61727","20"
"1999","Aug-99","2005","25227","7"
"1999","Aug-99","2012","86172","19"
"1999","Aug-99","2016","43084","12"
"1999","Aug-99","2032","18612","7"
"1999","Aug-99","2045","103055","21"
"1999","Aug-99","2047","35968","8"
"1999","Aug-99","2050","35906","6"
"1999","Aug-99","2056","113004","29"
"1999","Aug-99","2057","11339","2"
"1999","Aug-99","2062","6614","1"
"1999","Aug-99","2064","117167","20"
"1999","Aug-99","2065","4409","1"
"1999","Aug-99","2070","130964","21"
"1999","Aug-99","2074","47242","12"
"1999","Aug-99","2081","39681","15"
"1999","Aug-99","2083","85477","23"
"1999","Aug-99","2091","12785","7"
"1999","Aug-99","2094","83150","16"
"1999","Aug-99","2113","5667","1"
"1999","Aug-99","2118","5919","1"
"1999","Aug-99","2120","6297","1"
"1999","Aug-99","2121","30227","4"
"1999","Aug-99","2126","11334","2"
"1999","Aug-99","2130","5667","1"
"1999","Aug-99","2135","12594","2"
"1999","Aug-99","2140","33059","5"
"1999","Aug-99","2161","20592","3"
"1999","Aug-99","2167","27707","4"
"1999","Aug-99","2169","25691","4"
"1999","Aug-99","2175","22667","4"
"1999","Aug-99","2188","16786","6"
"1999","Aug-99","2192","14549","6"
"1999","Aug-99","2199","17131","8"
"1999","Aug-99","2204","18705","9"
"1999","Aug-99","2205","18705","9"
"1999","Aug-99","2210","19363","15"
"1999","Aug-99","2211","19363","15"
"1999","Aug-99","2222","2960","1"
"1999","Aug-99","2223","2960","1"
"1999","Aug-99","2234","33049","42"
"1999","Aug-99","2235","33049","42"
"1999","Aug-99","2246","6297","4"
"1999","Aug-99","2247","6297","4"
"1999","Aug-99","2254","30464","44"
"1999","Aug-99","2255","30464","44"
"1999","Aug-99","2268","33447","9"
"1999","Aug-99","2277","142098","47"
"1999","Aug-99","2279","25790","13"
"1999","Aug-99","2282","204589","56"
"1999","Aug-99","2284","218697","62"
"1999","Aug-99","2287","131032","13"
"1999","Aug-99","2290","9544","1"
"1999","Aug-99","2331","250589","39"
"1999","Aug-99","2351","15432","4"
"1999","Aug-99","2352","98770","22"
"1999","Aug-99","2357","13479","4"
"1999","Aug-99","2362","53883","6"
"1999","Aug-99","2370","8630","1"
"1999","Aug-99","2371","46301","7"
"1999","Aug-99","2372","14614","3"
"1999","Aug-99","2373","165359","25"
"1999","Aug-99","2374","60475","8"
"1999","Aug-99","2379","6235","3"
"1999","Aug-99","2380","21920","6"
"1999","Aug-99","2388","156088","42"
"1999","Aug-99","2401","5857","3"
"1999","Aug-99","2406","3211","3"
"1999","Aug-99","2407","8814","10"
"1999","Aug-99","2410","15553","13"
"1999","Sep-99","25","28539","3"
"1999","Sep-99","32","8436","1"
"1999","Sep-99","36","54747","11"
"1999","Sep-99","93","232470","20"
"1999","Sep-99","94","51975","5"
"1999","Sep-99","120","129402","13"
"1999","Sep-99","157","7434","1"
"1999","Sep-99","158","15750","2"
"1999","Sep-99","184","17514","2"
"1999","Sep-99","187","29484","3"
"1999","Sep-99","193","8184","1"
"1999","Sep-99","195","117734","13"
"1999","Sep-99","226","18264","2"
"1999","Sep-99","228","7872","1"
"1999","Sep-99","234","4848","1"
"1999","Sep-99","247","17627","4"
"1999","Sep-99","248","13035","2"
"1999","Sep-99","288","10392","1"
"1999","Sep-99","289","41567","4"
"1999","Sep-99","298","29295","3"
"1999","Sep-99","315","6577","1"
"1999","Sep-99","318","124702","12"
"1999","Sep-99","319","26454","2"
"1999","Sep-99","326","25506","3"
"1999","Sep-99","330","6927","1"
"1999","Sep-99","355","10452","2"
"1999","Sep-99","370","32429","5"
"1999","Sep-99","396","1193031","116"
"1999","Sep-99","400","246840","30"
"1999","Sep-99","415","11743","2"
"1999","Sep-99","426","76640","8"
"1999","Sep-99","433","135122","14"
"1999","Sep-99","443","608041","64"
"1999","Sep-99","455","10600","1"
"1999","Sep-99","464","61151","9"
"1999","Sep-99","475","861538","74"
"1999","Sep-99","482","8063","1"
"1999","Sep-99","485","38745","4"
"1999","Sep-99","488","162994","14"
"1999","Sep-99","491","743576","76"
"1999","Sep-99","495","60584","9"
"1999","Sep-99","499","243797","24"
"1999","Sep-99","502","24305","2"
"1999","Sep-99","510","140824","14"
"1999","Sep-99","513","76345","14"
"1999","Sep-99","530","29733","4"
"1999","Sep-99","532","100350","15"
"1999","Sep-99","550","111501","23"
"1999","Sep-99","559","232990","33"
"1999","Sep-99","573","158958","47"
"1999","Sep-99","574","69766","7"
"1999","Sep-99","580","300686","34"
"1999","Sep-99","596","241873","27"
"1999","Sep-99","597","224844","21"
"1999","Sep-99","599","614968","68"
"1999","Sep-99","604","549376","99"
"1999","Sep-99","606","121388","32"
"1999","Sep-99","609","1011566","108"
"1999","Sep-99","631","199735","48"
"1999","Sep-99","645","260518","29"
"1999","Sep-99","658","108328","10"
"1999","Sep-99","663","220809","24"
"1999","Sep-99","676","886460","92"
"1999","Sep-99","681","151502","20"
"1999","Sep-99","683","198793","21"
"1999","Sep-99","687","133884","25"
"1999","Sep-99","702","27431","8"
"1999","Sep-99","713","34576","18"
"1999","Sep-99","714","34576","18"
"1999","Sep-99","725","106673","77"
"1999","Sep-99","726","106673","77"
"1999","Sep-99","727","37958","50"
"1999","Sep-99","728","37958","50"
"1999","Sep-99","729","32597","9"
"1999","Sep-99","730","32597","9"
"1999","Sep-99","739","81812","40"
"1999","Sep-99","740","81812","40"
"1999","Sep-99","743","12881","4"
"1999","Sep-99","744","12881","4"
"1999","Sep-99","747","20975","6"
"1999","Sep-99","748","20975","6"
"1999","Sep-99","753","55523","19"
"1999","Sep-99","754","55523","19"
"1999","Sep-99","757","54398","54"
"1999","Sep-99","758","54398","54"
"1999","Sep-99","767","47856","38"
"1999","Sep-99","768","47856","38"
"1999","Sep-99","769","114196","37"
"1999","Sep-99","770","114196","37"
"1999","Sep-99","771","17855","9"
"1999","Sep-99","772","17855","9"
"1999","Sep-99","795","142006","43"
"1999","Sep-99","796","142006","43"
"1999","Sep-99","797","212096","59"
"1999","Sep-99","800","5921","2"
"1999","Sep-99","801","3464","1"
"1999","Sep-99","823","89200","12"
"1999","Sep-99","833","306160","32"
"1999","Sep-99","837","466170","47"
"1999","Sep-99","838","626059","56"
"1999","Sep-99","842","18017","2"
"1999","Sep-99","843","37796","6"
"1999","Sep-99","847","90712","13"
"1999","Sep-99","852","244549","27"
"1999","Sep-99","853","10961","2"
"1999","Sep-99","862","34829","16"
"1999","Sep-99","863","29164","8"
"1999","Sep-99","883","1250","1"
"1999","Sep-99","901","348534","71"
"1999","Sep-99","910","388157","78"
"1999","Sep-99","914","181739","26"
"1999","Sep-99","921","302181","48"
"1999","Sep-99","922","141734","25"
"1999","Sep-99","923","1889","1"
"1999","Sep-99","932","10331","2"
"1999","Sep-99","935","29292","5"
"1999","Sep-99","936","113703","19"
"1999","Sep-99","938","1230","1"
"1999","Sep-99","940","342253","42"
"1999","Sep-99","952","35525","11"
"1999","Sep-99","962","180414","29"
"1999","Sep-99","964","203712","48"
"1999","Sep-99","979","144125","30"
"1999","Sep-99","981","50510","26"
"1999","Sep-99","988","9701","2"
"1999","Sep-99","989","292791","53"
"1999","Sep-99","990","290840","50"
"1999","Sep-99","992","105631","31"
"1999","Sep-99","993","23810","6"
"1999","Sep-99","1003","10389","10"
"1999","Sep-99","1005","19363","15"
"1999","Sep-99","1008","50830","18"
"1999","Sep-99","1014","6233","6"
"1999","Sep-99","1045","22391","9"
"1999","Sep-99","1046","9571","8"
"1999","Sep-99","1053","48374","16"
"1999","Sep-99","1065","185061","52"
"1999","Sep-99","1066","185061","52"
"1999","Sep-99","1073","2834","1"
"1999","Sep-99","1074","2834","1"
"1999","Sep-99","1079","22046","7"
"1999","Sep-99","1080","22046","7"
"1999","Sep-99","1081","43334","16"
"1999","Sep-99","1082","43334","16"
"1999","Sep-99","1105","29604","10"
"1999","Sep-99","1106","29604","10"
"1999","Sep-99","1107","1763","1"
"1999","Sep-99","1108","1763","1"
"1999","Sep-99","1109","45349","18"
"1999","Sep-99","1110","45349","18"
"1999","Sep-99","1111","46133","33"
"1999","Sep-99","1112","46133","33"
"1999","Sep-99","1116","114888","38"
"1999","Sep-99","1120","27019","13"
"1999","Sep-99","1122","37787","20"
"1999","Sep-99","1131","60472","12"
"1999","Sep-99","1132","151187","20"
"1999","Sep-99","1133","68034","9"
"1999","Sep-99","1150","23562","5"
"1999","Sep-99","1157","131526","29"
"1999","Sep-99","1166","90144","14"
"1999","Sep-99","1167","3748","1"
"1999","Sep-99","1168","26771","6"
"1999","Sep-99","1169","10457","2"
"1999","Sep-99","1173","277172","44"
"1999","Sep-99","1182","62349","33"
"1999","Sep-99","1185","100787","20"
"1999","Sep-99","1188","130396","23"
"1999","Sep-99","1191","47052","15"
"1999","Sep-99","1203","45352","12"
"1999","Sep-99","1204","46236","9"
"1999","Sep-99","1205","13732","3"
"1999","Sep-99","1206","6110","1"
"1999","Sep-99","1208","11779","3"
"1999","Sep-99","1210","103941","15"
"1999","Sep-99","1215","145635","34"
"1999","Sep-99","1225","36847","13"
"1999","Sep-99","1227","103051","27"
"1999","Sep-99","1229","8503","3"
"1999","Sep-99","1230","237927","38"
"1999","Sep-99","1237","3999","1"
"1999","Sep-99","1238","3999","1"
"1999","Sep-99","1259","3873","1"
"1999","Sep-99","1260","3873","1"
"1999","Sep-99","1298","4157","1"
"1999","Sep-99","1309","3243","1"
"1999","Sep-99","1310","3243","1"
"1999","Sep-99","1329","10025","9"
"1999","Sep-99","1330","10025","9"
"1999","Sep-99","1345","10958","3"
"1999","Sep-99","1346","10958","3"
"1999","Sep-99","1347","10738","3"
"1999","Sep-99","1348","10738","3"
"1999","Sep-99","1351","14863","4"
"1999","Sep-99","1352","14863","4"
"1999","Sep-99","1379","26451","7"
"1999","Sep-99","1380","26451","7"
"1999","Sep-99","1425","34322","10"
"1999","Sep-99","1426","34322","10"
"1999","Sep-99","1429","6801","2"
"1999","Sep-99","1430","6801","2"
"1999","Sep-99","1435","37472","10"
"1999","Sep-99","1436","37472","10"
"1999","Sep-99","1449","8497","6"
"1999","Sep-99","1450","8497","6"
"1999","Sep-99","1477","11431","3"
"1999","Sep-99","1478","11431","3"
"1999","Sep-99","1483","849","1"
"1999","Sep-99","1484","849","1"
"1999","Sep-99","1489","9446","3"
"1999","Sep-99","1490","9446","3"
"1999","Sep-99","1517","16997","10"
"1999","Sep-99","1518","16997","10"
"1999","Sep-99","1535","7431","2"
"1999","Sep-99","1536","7431","2"
