"Year","Month","Date","Revenue"
"2000","Oct-00","2000-10-04 00:00:00","963435.06"
"2000","Oct-00","2000-10-05 00:00:00","850152.87"
"2000","Oct-00","2000-10-06 00:00:00","727035.75"
"2000","Oct-00","2000-10-07 00:00:00","1005628.05"
"2000","Oct-00","2000-10-08 00:00:00","78939.00"
"2000","Oct-00","2000-10-10 00:00:00","1141204.05"
"2000","Oct-00","2000-10-11 00:00:00","979251.84"
"2000","Oct-00","2000-10-12 00:00:00","1043782.11"
"2000","Oct-00","2000-10-13 00:00:00","719100.90"
"2000","Oct-00","2000-10-14 00:00:00","668668.14"
"2000","Oct-00","2000-10-15 00:00:00","203387.31"
"2000","Oct-00","2000-10-17 00:00:00","1803992.40"
"2000","Oct-00","2000-10-18 00:00:00","1422473.85"
"2000","Oct-00","2000-10-19 00:00:00","1195450.20"
"2000","Oct-00","2000-10-20 00:00:00","1167093.27"
"2000","Oct-00","2000-10-21 00:00:00","807919.56"
"2000","Oct-00","2000-10-22 00:00:00","55699.56"
"2000","Oct-00","2000-10-23 00:00:00","4408.74"
"2000","Oct-00","2000-10-24 00:00:00","1703815.47"
"2000","Oct-00","2000-10-25 00:00:00","1781379.81"
"2000","Oct-00","2000-10-26 00:00:00","1474942.77"
"2000","Oct-00","2000-10-27 00:00:00","1583414.28"
"2000","Oct-00","2000-10-28 00:00:00","2068438.05"
"2000","Oct-00","2000-10-29 00:00:00","147382.83"
"2000","Oct-00","2000-10-30 00:00:00","133479.36"
"2000","Nov-00","2000-11-01 00:00:00","2243685.78"
"2000","Nov-00","2000-11-02 00:00:00","1147120.38"
"2000","Nov-00","2000-11-03 00:00:00","1033132.59"
"2000","Nov-00","2000-11-04 00:00:00","1133104.77"
"2000","Nov-00","2000-11-05 00:00:00","1120488.39"
"2000","Nov-00","2000-11-06 00:00:00","29567.16"
"2000","Nov-00","2000-11-08 00:00:00","1523031.93"
"2000","Nov-00","2000-11-09 00:00:00","1294650.00"
"2000","Nov-00","2000-11-10 00:00:00","1111665.24"
"2000","Nov-00","2000-11-11 00:00:00","1225496.79"
"2000","Nov-00","2000-11-12 00:00:00","1198229.13"
"2000","Nov-00","2000-11-13 00:00:00","47434.59"
"2000","Nov-00","2000-11-15 00:00:00","15441819.12"
"2000","Nov-00","2000-11-16 00:00:00","1041011.37"
"2000","Nov-00","2000-11-17 00:00:00","1147659.03"
"2000","Nov-00","2000-11-18 00:00:00","1191349.53"
"2000","Nov-00","2000-11-19 00:00:00","925439.76"
"2000","Nov-00","2000-11-20 00:00:00","32080.23"
"2000","Nov-00","2000-11-21 00:00:00","1511.37"
"2000","Nov-00","2000-11-22 00:00:00","1529112.06"
"2000","Nov-00","2000-11-23 00:00:00","1141960.05"
"2000","Nov-00","2000-11-24 00:00:00","1040716.53"
"2000","Nov-00","2000-11-25 00:00:00","1148896.98"
"2000","Nov-00","2000-11-26 00:00:00","1167504.66"
"2000","Nov-00","2000-11-27 00:00:00","73690.47"
"2000","Nov-00","2000-11-29 00:00:00","409124.52"
"2000","Nov-00","2000-11-30 00:00:00","4567915.80"
"2000","Dec-00","2000-12-01 00:00:00","1244534.13"
"2000","Dec-00","2000-12-02 00:00:00","1212179.85"
"2000","Dec-00","2000-12-03 00:00:00","32672.43"
"2000","Dec-00","2000-12-05 00:00:00","1699871.67"
"2000","Dec-00","2000-12-06 00:00:00","1345680.00"
"2000","Dec-00","2000-12-07 00:00:00","988953.84"
"2000","Dec-00","2000-12-08 00:00:00","1654923.06"
"2000","Dec-00","2000-12-09 00:00:00","937957.86"
"2000","Dec-00","2000-12-10 00:00:00","47087.46"
"2000","Dec-00","2000-12-11 00:00:00","15116.85"
"2000","Dec-00","2000-12-12 00:00:00","2011667.49"
"2000","Dec-00","2000-12-13 00:00:00","1628531.10"
"2000","Dec-00","2000-12-14 00:00:00","1375777.62"
"2000","Dec-00","2000-12-15 00:00:00","1565630.01"
"2000","Dec-00","2000-12-16 00:00:00","1348278.12"
"2000","Dec-00","2000-12-17 00:00:00","69925.59"
"2000","Dec-00","2000-12-19 00:00:00","1997646.84"
"2000","Dec-00","2000-12-20 00:00:00","1512050.40"
"2000","Dec-00","2000-12-21 00:00:00","1607460.12"
"2000","Dec-00","2000-12-22 00:00:00","1390119.57"
"2000","Dec-00","2000-12-23 00:00:00","1481668.02"
"2000","Dec-00","2000-12-24 00:00:00","142846.83"
"2000","Dec-00","2000-12-25 00:00:00","14946.12"
"2000","Dec-00","2000-12-26 00:00:00","1802538.99"
"2000","Dec-00","2000-12-27 00:00:00","1700591.76"
"2000","Dec-00","2000-12-28 00:00:00","1806960.96"
"2000","Dec-00","2000-12-29 00:00:00","1950178.23"
"2000","Dec-00","2000-12-30 00:00:00","2924800.83"
"2001","Jan-01","2001-01-01 00:00:00","85528.17"
"2001","Jan-01","2001-01-02 00:00:00","15116.85"
"2001","Jan-01","2001-01-03 00:00:00","466828.11"
"2001","Jan-01","2001-01-04 00:00:00","69793.92"
"2001","Jan-01","2001-01-05 00:00:00","915724.53"
"2001","Jan-01","2001-01-06 00:00:00","724638.60"
"2001","Jan-01","2001-01-07 00:00:00","1198119.51"
"2001","Jan-01","2001-01-08 00:00:00","19750.50"
"2001","Jan-01","2001-01-10 00:00:00","1158382.89"
"2001","Jan-01","2001-01-11 00:00:00","970383.33"
"2001","Jan-01","2001-01-12 00:00:00","865539.36"
"2001","Jan-01","2001-01-13 00:00:00","1008105.21"
"2001","Jan-01","2001-01-14 00:00:00","845063.73"
"2001","Jan-01","2001-01-15 00:00:00","13296458.07"
"2001","Jan-01","2001-01-16 00:00:00","1511.37"
"2001","Jan-01","2001-01-17 00:00:00","1120657.23"
"2001","Jan-01","2001-01-18 00:00:00","936663.84"
"2001","Jan-01","2001-01-19 00:00:00","1044131.13"
"2001","Jan-01","2001-01-20 00:00:00","923072.85"
"2001","Jan-01","2001-01-21 00:00:00","842076.27"
"2001","Jan-01","2001-01-22 00:00:00","225331.47"
"2001","Jan-01","2001-01-23 00:00:00","22988.70"
"2001","Jan-01","2001-01-24 00:00:00","1069327.35"
"2001","Jan-01","2001-01-25 00:00:00","1167960.15"
"2001","Jan-01","2001-01-26 00:00:00","1072999.62"
"2001","Jan-01","2001-01-27 00:00:00","1182298.32"
"2001","Jan-01","2001-01-28 00:00:00","1305165.33"
"2001","Jan-01","2001-01-29 00:00:00","286833.96"
"2001","Jan-01","2001-01-30 00:00:00","2237.76"
"2001","Jan-01","2001-01-31 00:00:00","3358756.80"
"2001","Feb-01","2001-02-01 00:00:00","1257384.87"
"2001","Feb-01","2001-02-02 00:00:00","871641.54"
"2001","Feb-01","2001-02-03 00:00:00","617984.01"
"2001","Feb-01","2001-02-04 00:00:00","1182758.22"
"2001","Feb-01","2001-02-05 00:00:00","52271.10"
"2001","Feb-01","2001-02-07 00:00:00","1466503.29"
"2001","Feb-01","2001-02-08 00:00:00","774095.49"
"2001","Feb-01","2001-02-09 00:00:00","723331.98"
"2001","Feb-01","2001-02-10 00:00:00","696632.58"
"2001","Feb-01","2001-02-11 00:00:00","858996.81"
"2001","Feb-01","2001-02-12 00:00:00","43678.53"
"2001","Feb-01","2001-02-13 00:00:00","10204.74"
"2001","Feb-01","2001-02-14 00:00:00","1085538.51"
"2001","Feb-01","2001-02-15 00:00:00","917874.72"
"2001","Feb-01","2001-02-16 00:00:00","924301.98"
"2001","Feb-01","2001-02-17 00:00:00","1034649.63"
"2001","Feb-01","2001-02-18 00:00:00","806100.75"
"2001","Feb-01","2001-02-19 00:00:00","58077.81"
"2001","Feb-01","2001-02-21 00:00:00","1415666.70"
"2001","Feb-01","2001-02-22 00:00:00","1214434.62"
"2001","Feb-01","2001-02-23 00:00:00","851526.90"
"2001","Feb-01","2001-02-24 00:00:00","1298263.68"
"2001","Feb-01","2001-02-25 00:00:00","1096327.26"
"2001","Feb-01","2001-02-26 00:00:00","182352.87"
"2001","Feb-01","2001-02-28 00:00:00","6477498.09"
"2001","Mar-01","2001-03-01 00:00:00","1025059.77"
"2001","Mar-01","2001-03-02 00:00:00","23432.85"
"2001","Mar-01","2001-03-04 00:00:00","424147.50"
"2001","Mar-01","2001-03-05 00:00:00","1064907.27"
"2001","Mar-01","2001-03-06 00:00:00","1039041.36"
"2001","Mar-01","2001-03-07 00:00:00","1023756.30"
"2001","Mar-01","2001-03-08 00:00:00","979829.55"
"2001","Mar-01","2001-03-09 00:00:00","16247.07"
"2001","Mar-01","2001-03-10 00:00:00","15116.85"
"2001","Mar-01","2001-03-11 00:00:00","1068637.50"
"2001","Mar-01","2001-03-12 00:00:00","1091282.22"
"2001","Mar-01","2001-03-13 00:00:00","1061906.58"
"2001","Mar-01","2001-03-14 00:00:00","925809.57"
"2001","Mar-01","2001-03-15 00:00:00","910811.79"
"2001","Mar-01","2001-03-16 00:00:00","27898.92"
"2001","Mar-01","2001-03-18 00:00:00","1238225.94"
"2001","Mar-01","2001-03-19 00:00:00","1107907.92"
"2001","Mar-01","2001-03-20 00:00:00","860777.19"
"2001","Mar-01","2001-03-21 00:00:00","940710.33"
"2001","Mar-01","2001-03-22 00:00:00","1030025.43"
"2001","Mar-01","2001-03-23 00:00:00","74036.34"
"2001","Mar-01","2001-03-25 00:00:00","1581589.17"
"2001","Mar-01","2001-03-26 00:00:00","1207909.71"
"2001","Mar-01","2001-03-27 00:00:00","1396578.96"
"2001","Mar-01","2001-03-28 00:00:00","1305302.67"
"2001","Mar-01","2001-03-29 00:00:00","1975009.68"
"2001","Mar-01","2001-03-30 00:00:00","468730.08"
"2001","Apr-01","2001-04-01 00:00:00","11966.85"
"2001","Apr-01","2001-04-02 00:00:00","1188384.75"
"2001","Apr-01","2001-04-03 00:00:00","798076.44"
"2001","Apr-01","2001-04-04 00:00:00","710100.72"
"2001","Apr-01","2001-04-05 00:00:00","718703.37"
"2001","Apr-01","2001-04-06 00:00:00","775229.49"
"2001","Apr-01","2001-04-07 00:00:00","11057.13"
"2001","Apr-01","2001-04-09 00:00:00","1100972.25"
"2001","Apr-01","2001-04-10 00:00:00","1108537.29"
"2001","Apr-01","2001-04-11 00:00:00","977598.09"
"2001","Apr-01","2001-04-12 00:00:00","950816.79"
"2001","Apr-01","2001-04-13 00:00:00","1043244.09"
"2001","Apr-01","2001-04-14 00:00:00","11966.85"
"2001","Apr-01","2001-04-16 00:00:00","1131052.23"
"2001","Apr-01","2001-04-17 00:00:00","821052.54"
"2001","Apr-01","2001-04-18 00:00:00","947737.98"
"2001","Apr-01","2001-04-19 00:00:00","1031363.55"
"2001","Apr-01","2001-04-20 00:00:00","841148.91"
"2001","Apr-01","2001-04-21 00:00:00","86233.77"
"2001","Apr-01","2001-04-22 00:00:00","8124.48"
"2001","Apr-01","2001-04-23 00:00:00","1386818.37"
"2001","Apr-01","2001-04-24 00:00:00","974422.26"
"2001","Apr-01","2001-04-25 00:00:00","958698.09"
"2001","Apr-01","2001-04-26 00:00:00","1197432.81"
"2001","Apr-01","2001-04-27 00:00:00","1093724.73"
"2001","Apr-01","2001-04-28 00:00:00","104045.76"
"2001","Apr-01","2001-04-30 00:00:00","3526670.70"
"2001","May-01","2001-05-01 00:00:00","835785.72"
"2001","May-01","2001-05-02 00:00:00","1009966.86"
"2001","May-01","2001-05-03 00:00:00","716364.18"
"2001","May-01","2001-05-04 00:00:00","30236.85"
"2001","May-01","2001-05-06 00:00:00","976554.18"
"2001","May-01","2001-05-07 00:00:00","834067.08"
"2001","May-01","2001-05-08 00:00:00","929632.41"
"2001","May-01","2001-05-09 00:00:00","869989.68"
"2001","May-01","2001-05-10 00:00:00","946786.05"
"2001","May-01","2001-05-11 00:00:00","138838.77"
"2001","May-01","2001-05-13 00:00:00","1357111.35"
"2001","May-01","2001-05-14 00:00:00","964848.78"
"2001","May-01","2001-05-15 00:00:00","889583.94"
"2001","May-01","2001-05-16 00:00:00","820211.49"
"2001","May-01","2001-05-17 00:00:00","817249.23"
"2001","May-01","2001-05-18 00:00:00","30740.85"
"2001","May-01","2001-05-19 00:00:00","15116.85"
"2001","May-01","2001-05-20 00:00:00","1327075.47"
"2001","May-01","2001-05-21 00:00:00","958813.38"
"2001","May-01","2001-05-22 00:00:00","712833.66"
"2001","May-01","2001-05-23 00:00:00","48622.14"
"2001","May-01","2001-05-24 00:00:00","560419.02"
"2001","May-01","2001-05-25 00:00:00","61730.55"
"2001","May-01","2001-05-27 00:00:00","1525212.36"
"2001","May-01","2001-05-28 00:00:00","1160969.67"
"2001","May-01","2001-05-29 00:00:00","1359739.71"
"2001","May-01","2001-05-30 00:00:00","2020106.34"
"2001","Jun-01","2001-06-01 00:00:00","646505.37"
"2001","Jun-01","2001-06-02 00:00:00","14798.70"
"2001","Jun-01","2001-06-04 00:00:00","834330.42"
"2001","Jun-01","2001-06-05 00:00:00","728590.59"
"2001","Jun-01","2001-06-06 00:00:00","788575.41"
"2001","Jun-01","2001-06-07 00:00:00","753200.28"
"2001","Jun-01","2001-06-08 00:00:00","824469.03"
"2001","Jun-01","2001-06-09 00:00:00","26582.85"
"2001","Jun-01","2001-06-11 00:00:00","1285060.14"
"2001","Jun-01","2001-06-12 00:00:00","892282.86"
"2001","Jun-01","2001-06-13 00:00:00","967366.89"
"2001","Jun-01","2001-06-14 00:00:00","908820.36"
"2001","Jun-01","2001-06-15 00:00:00","786247.56"
"2001","Jun-01","2001-06-16 00:00:00","25403.49"
"2001","Jun-01","2001-06-18 00:00:00","1470611.52"
"2001","Jun-01","2001-06-19 00:00:00","1050104.16"
"2001","Jun-01","2001-06-20 00:00:00","1203662.88"
"2001","Jun-01","2001-06-21 00:00:00","1346006.34"
"2001","Jun-01","2001-06-22 00:00:00","1344297.78"
"2001","Jun-01","2001-06-23 00:00:00","8441.37"
"2001","Jun-01","2001-06-24 00:00:00","15116.85"
"2001","Jun-01","2001-06-25 00:00:00","15116.85"
"2001","Jun-01","2001-06-26 00:00:00","1686412.98"
"2001","Jun-01","2001-06-27 00:00:00","1990685.34"
"2001","Jun-01","2001-06-28 00:00:00","1659494.34"
"2001","Jun-01","2001-06-29 00:00:00","2950947.09"
"2001","Jun-01","2001-06-30 00:00:00","1516503.87"
"2001","Jul-01","2001-07-01 00:00:00","137303.46"
"2001","Jul-01","2001-07-02 00:00:00","1004778.81"
"2001","Jul-01","2001-07-03 00:00:00","518390.46"
"2001","Jul-01","2001-07-04 00:00:00","626745.42"
"2001","Jul-01","2001-07-05 00:00:00","429087.96"
"2001","Jul-01","2001-07-06 00:00:00","21101.85"
"2001","Jul-01","2001-07-08 00:00:00","1017222.57"
"2001","Jul-01","2001-07-09 00:00:00","557454.87"
"2001","Jul-01","2001-07-10 00:00:00","743352.75"
"2001","Jul-01","2001-07-11 00:00:00","484073.73"
"2001","Jul-01","2001-07-12 00:00:00","557229.96"
"2001","Jul-01","2001-07-13 00:00:00","27679.05"
"2001","Jul-01","2001-07-15 00:00:00","984138.75"
"2001","Jul-01","2001-07-16 00:00:00","862987.23"
"2001","Jul-01","2001-07-17 00:00:00","741518.82"
"2001","Jul-01","2001-07-18 00:00:00","614992.77"
"2001","Jul-01","2001-07-19 00:00:00","789049.17"
"2001","Jul-01","2001-07-20 00:00:00","338295.51"
"2001","Jul-01","2001-07-21 00:00:00","2488.50"
"2001","Jul-01","2001-07-22 00:00:00","1030794.66"
"2001","Jul-01","2001-07-23 00:00:00","1048386.15"
"2001","Jul-01","2001-07-24 00:00:00","878521.77"
"2001","Jul-01","2001-07-25 00:00:00","730914.66"
"2001","Jul-01","2001-07-26 00:00:00","774493.02"
"2001","Jul-01","2001-07-27 00:00:00","191607.57"
"2001","Jul-01","2001-07-29 00:00:00","1072074.15"
"2001","Jul-01","2001-07-30 00:00:00","1079833.23"
"2001","Jul-01","2001-07-31 00:00:00","2035494.72"
"2001","Aug-01","2001-08-01 00:00:00","474035.31"
"2001","Aug-01","2001-08-02 00:00:00","715884.12"
"2001","Aug-01","2001-08-03 00:00:00","235141.20"
"2001","Aug-01","2001-08-04 00:00:00","1858.50"
"2001","Aug-01","2001-08-05 00:00:00","716394.42"
"2001","Aug-01","2001-08-06 00:00:00","1486235.52"
"2001","Aug-01","2001-08-07 00:00:00","761466.51"
"2001","Aug-01","2001-08-08 00:00:00","1000989.99"
"2001","Aug-01","2001-08-09 00:00:00","848608.74"
"2001","Aug-01","2001-08-10 00:00:00","301658.49"
"2001","Aug-01","2001-08-11 00:00:00","15116.85"
"2001","Aug-01","2001-08-12 00:00:00","1023186.15"
"2001","Aug-01","2001-08-13 00:00:00","1207282.23"
"2001","Aug-01","2001-08-14 00:00:00","869182.02"
"2001","Aug-01","2001-08-15 00:00:00","1080819.81"
"2001","Aug-01","2001-08-16 00:00:00","1407384.72"
"2001","Aug-01","2001-08-17 00:00:00","486142.02"
"2001","Aug-01","2001-08-19 00:00:00","847688.31"
"2001","Aug-01","2001-08-20 00:00:00","1526159.88"
"2001","Aug-01","2001-08-21 00:00:00","1457661.87"
"2001","Aug-01","2001-08-22 00:00:00","1214196.48"
"2001","Aug-01","2001-08-23 00:00:00","1297742.67"
"2001","Aug-01","2001-08-24 00:00:00","464592.87"
"2001","Aug-01","2001-08-26 00:00:00","1732003.56"
"2001","Aug-01","2001-08-27 00:00:00","2240234.64"
"2001","Aug-01","2001-08-28 00:00:00","3857911.47"
"2001","Sep-01","2001-09-01 00:00:00","838053.72"
"2001","Sep-01","2001-09-02 00:00:00","1035498.24"
"2001","Sep-01","2001-09-03 00:00:00","442346.31"
"2001","Sep-01","2001-09-05 00:00:00","1107256.50"
"2001","Sep-01","2001-09-06 00:00:00","1145610.27"
"2001","Sep-01","2001-09-07 00:00:00","1008718.83"
"2001","Sep-01","2001-09-08 00:00:00","1136005.92"
"2001","Sep-01","2001-09-09 00:00:00","1132665.03"
"2001","Sep-01","2001-09-10 00:00:00","583123.59"
"2001","Sep-01","2001-09-12 00:00:00","1671630.03"
"2001","Sep-01","2001-09-13 00:00:00","1789997.58"
"2001","Sep-01","2001-09-14 00:00:00","1620920.70"
"2001","Sep-01","2001-09-15 00:00:00","1847766.06"
"2001","Sep-01","2001-09-16 00:00:00","1686337.38"
"2001","Sep-01","2001-09-17 00:00:00","514259.55"
"2001","Sep-01","2001-09-18 00:00:00","2488.50"
"2001","Sep-01","2001-09-19 00:00:00","1891516.41"
"2001","Sep-01","2001-09-20 00:00:00","1847051.64"
"2001","Sep-01","2001-09-21 00:00:00","1742857.20"
"2001","Sep-01","2001-09-22 00:00:00","1972737.27"
"2001","Sep-01","2001-09-23 00:00:00","1703787.75"
"2001","Sep-01","2001-09-24 00:00:00","647524.71"
"2001","Sep-01","2001-09-26 00:00:00","2513408.31"
"2001","Sep-01","2001-09-27 00:00:00","2094054.48"
"2001","Sep-01","2001-09-28 00:00:00","3328822.98"
"2001","Sep-01","2001-09-29 00:00:00","3168365.13"
"2001","Sep-01","2001-09-30 00:00:00","6187471.92"
"2001","Oct-01","2001-10-01 00:00:00","159525.45"
"2001","Oct-01","2001-10-02 00:00:00","1849305.78"
"2001","Oct-01","2001-10-03 00:00:00","1070967.87"
"2001","Oct-01","2001-10-04 00:00:00","1745423.82"
"2001","Oct-01","2001-10-05 00:00:00","1261966.86"
"2001","Oct-01","2001-10-06 00:00:00","1268231.58"
"2001","Oct-01","2001-10-07 00:00:00","409360.77"
"2001","Oct-01","2001-10-08 00:00:00","16945.11"
"2001","Oct-01","2001-10-09 00:00:00","1768610.97"
